## Thu Aug  8 11:06:32 2024
## emapper-2.1.12
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_gus_hlw4 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_gus_hlw4 --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_gus_hlw4/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
NZ_CP009530.1_subset_10	269797.Mbar_A0897	1.33e-309	844.0	COG4054@1|root,arCOG04860@2157|Archaea,2XTPD@28890|Euryarchaeota,2N9BX@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase, beta subunit	mcrB	-	2.8.4.1	ko:K00401	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_beta,MCR_beta_N
NZ_CP009530.1_subset_11	269797.Mbar_A0898	3.72e-302	823.0	COG1625@1|root,arCOG00950@2157|Archaea,2XTIR@28890|Euryarchaeota,2N94K@224756|Methanomicrobia	224756|Methanomicrobia	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
NZ_CP009530.1_subset_12	269797.Mbar_A0899	0.0	1160.0	COG1933@1|root,arCOG04447@2157|Archaea,2XU5S@28890|Euryarchaeota,2N91E@224756|Methanomicrobia	224756|Methanomicrobia	L	Possesses two activities a DNA synthesis (polymerase) and an exonucleolytic activity that degrades single-stranded DNA in the 3'- to 5'-direction. Has a template-primer preference which is characteristic of a replicative DNA polymerase	polC	-	2.7.7.7	ko:K02322	ko00230,ko00240,ko01100,ko03030,map00230,map00240,map01100,map03030	M00264	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032	-	-	-	PolC_DP2
NZ_CP009506.1_subset_1	192952.MM_1246	0.0	1119.0	COG1933@1|root,arCOG04447@2157|Archaea,2XU5S@28890|Euryarchaeota,2N91E@224756|Methanomicrobia	224756|Methanomicrobia	L	Possesses two activities a DNA synthesis (polymerase) and an exonucleolytic activity that degrades single-stranded DNA in the 3'- to 5'-direction. Has a template-primer preference which is characteristic of a replicative DNA polymerase	polC	-	2.7.7.7	ko:K02322	ko00230,ko00240,ko01100,ko03030,map00230,map00240,map01100,map03030	M00264	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032	-	-	-	PolC_DP2
NZ_CP009506.1_subset_2	192952.MM_1245	1.78e-284	778.0	COG1625@1|root,arCOG00950@2157|Archaea,2XTIR@28890|Euryarchaeota,2N94K@224756|Methanomicrobia	224756|Methanomicrobia	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
NZ_CP009506.1_subset_3	192952.MM_1244	1.81e-291	798.0	COG4054@1|root,arCOG04860@2157|Archaea,2XTPD@28890|Euryarchaeota,2N9BX@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase, beta subunit	mcrB	-	2.8.4.1	ko:K00401	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_beta,MCR_beta_N
NZ_CP009506.1_subset_4	192952.MM_1243	2.04e-99	290.0	COG4055@1|root,arCOG04859@2157|Archaea,2XZ5V@28890|Euryarchaeota,2NBJT@224756|Methanomicrobia	224756|Methanomicrobia	H	Methyl-coenzyme M reductase operon protein D	mcrD	-	-	ko:K03422	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_D
NZ_CP009506.1_subset_5	269797.Mbar_A0895	1.19e-136	387.0	COG4056@1|root,arCOG03225@2157|Archaea,2XW32@28890|Euryarchaeota,2N9IH@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase operon protein C	mcrC	-	-	ko:K03421	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_C
NZ_CP009506.1_subset_6	192952.MM_1241	2.87e-170	476.0	COG4057@1|root,arCOG04858@2157|Archaea,2XSVR@28890|Euryarchaeota,2N92T@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase gamma subunit	mcrG	-	2.8.4.1	ko:K00402	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_gamma
NZ_CP009506.1_subset_7	192952.MM_1240	0.0	1125.0	COG4058@1|root,arCOG04857@2157|Archaea,2XTF8@28890|Euryarchaeota,2N90K@224756|Methanomicrobia	224756|Methanomicrobia	H	Reduction of methyl-coenzyme M (2-(methylthio) ethanesulfonic acid) with 7-mercaptoheptanoylthreonine phosphate to methane and a heterodisulfide	mcrA	-	2.8.4.1	ko:K00399	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_alpha,MCR_alpha_N
NZ_CP009506.1_subset_8	269797.Mbar_A0892	2.07e-215	597.0	arCOG01220@1|root,arCOG01220@2157|Archaea,2XYGI@28890|Euryarchaeota,2N9S5@224756|Methanomicrobia	224756|Methanomicrobia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PrmA
NZ_CP009506.1_subset_9	192952.MM_1238	5.45e-268	738.0	COG0128@1|root,arCOG04134@2157|Archaea,2XTC3@28890|Euryarchaeota,2N97U@224756|Methanomicrobia	224756|Methanomicrobia	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	-	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	EPSP_synthase
NZ_CP009506.1_subset_10	192952.MM_1237	5.57e-151	425.0	COG0207@1|root,arCOG03214@2157|Archaea,2XYEP@28890|Euryarchaeota,2NBGJ@224756|Methanomicrobia	224756|Methanomicrobia	F	Belongs to the thymidylate synthase family. Archaeal- type ThyA subfamily	thyA	-	2.1.1.45	ko:K00560	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523	M00053	R02101	RC00219,RC00332	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylat_synt
NZ_CP009506.1_subset_11	269797.Mbar_A0889	1.42e-161	457.0	COG0281@1|root,arCOG01331@2157|Archaea,2XTRZ@28890|Euryarchaeota,2NAE5@224756|Methanomicrobia	224756|Methanomicrobia	O	Peptidase family M48	-	-	-	ko:K03799	-	M00743	-	-	ko00000,ko00002,ko01000,ko01002	-	-	-	Peptidase_M48
NZ_CP009506.1_subset_13	192952.MM_1235	7.35e-199	553.0	COG1715@1|root,arCOG02781@2157|Archaea,2Y229@28890|Euryarchaeota,2NAA8@224756|Methanomicrobia	224756|Methanomicrobia	V	Mrr N-terminal domain	-	-	-	ko:K07448	-	-	-	-	ko00000,ko02048	-	-	-	Mrr_N,Mrr_cat
NZ_CP009506.1_subset_14	192952.MM_1234	3.53e-66	205.0	COG0262@1|root,arCOG01490@2157|Archaea,2XZSN@28890|Euryarchaeota,2N9Y4@224756|Methanomicrobia	224756|Methanomicrobia	H	RibD C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	RibD_C
NZ_CP009515.1_subset_1	192952.MM_1238	3.8e-82	255.0	COG0128@1|root,arCOG04134@2157|Archaea,2XTC3@28890|Euryarchaeota,2N97U@224756|Methanomicrobia	224756|Methanomicrobia	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	-	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	EPSP_synthase
NZ_CP009515.1_subset_4	192952.MM_1513	4.19e-33	127.0	arCOG02420@1|root,arCOG02420@2157|Archaea,2Y6ZU@28890|Euryarchaeota,2NB69@224756|Methanomicrobia	2157|Archaea	S	Pfam:DUF1628	-	-	-	-	-	-	-	-	-	-	-	-	PKD,Pilin_N
NZ_CP009515.1_subset_6	269797.Mbar_A0892	3.74e-218	603.0	arCOG01220@1|root,arCOG01220@2157|Archaea,2XYGI@28890|Euryarchaeota,2N9S5@224756|Methanomicrobia	224756|Methanomicrobia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PrmA
NZ_CP009515.1_subset_7	192952.MM_1240	0.0	1086.0	COG4058@1|root,arCOG04857@2157|Archaea,2XTF8@28890|Euryarchaeota,2N90K@224756|Methanomicrobia	224756|Methanomicrobia	H	Reduction of methyl-coenzyme M (2-(methylthio) ethanesulfonic acid) with 7-mercaptoheptanoylthreonine phosphate to methane and a heterodisulfide	mcrA	-	2.8.4.1	ko:K00399	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_alpha,MCR_alpha_N
NZ_CP009515.1_subset_8	192952.MM_1241	7.55e-166	465.0	COG4057@1|root,arCOG04858@2157|Archaea,2XSVR@28890|Euryarchaeota,2N92T@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase gamma subunit	mcrG	-	2.8.4.1	ko:K00402	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_gamma
NZ_CP009515.1_subset_9	192952.MM_1242	2.12e-130	372.0	COG4056@1|root,arCOG03225@2157|Archaea,2XW32@28890|Euryarchaeota,2N9IH@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase operon protein C	mcrC	-	-	ko:K03421	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_C
NZ_CP009515.1_subset_10	269797.Mbar_A0896	3.06e-92	272.0	COG4055@1|root,arCOG04859@2157|Archaea,2XZ5V@28890|Euryarchaeota,2NBJT@224756|Methanomicrobia	224756|Methanomicrobia	H	Methyl-coenzyme M reductase operon protein D	mcrD	-	-	ko:K03422	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_D
NZ_CP009515.1_subset_11	192952.MM_1244	7.51e-284	779.0	COG4054@1|root,arCOG04860@2157|Archaea,2XTPD@28890|Euryarchaeota,2N9BX@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase, beta subunit	mcrB	-	2.8.4.1	ko:K00401	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_beta,MCR_beta_N
NZ_CP009515.1_subset_12	192952.MM_1245	4.02e-281	770.0	COG1625@1|root,arCOG00950@2157|Archaea,2XTIR@28890|Euryarchaeota,2N94K@224756|Methanomicrobia	224756|Methanomicrobia	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
NZ_CP009515.1_subset_13	192952.MM_1246	0.0	1120.0	COG1933@1|root,arCOG04447@2157|Archaea,2XU5S@28890|Euryarchaeota,2N91E@224756|Methanomicrobia	224756|Methanomicrobia	L	Possesses two activities a DNA synthesis (polymerase) and an exonucleolytic activity that degrades single-stranded DNA in the 3'- to 5'-direction. Has a template-primer preference which is characteristic of a replicative DNA polymerase	polC	-	2.7.7.7	ko:K02322	ko00230,ko00240,ko01100,ko03030,map00230,map00240,map01100,map03030	M00264	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032	-	-	-	PolC_DP2
NZ_CP009516.1_subset_1	192952.MM_1246	0.0	1130.0	COG1933@1|root,arCOG04447@2157|Archaea,2XU5S@28890|Euryarchaeota,2N91E@224756|Methanomicrobia	224756|Methanomicrobia	L	Possesses two activities a DNA synthesis (polymerase) and an exonucleolytic activity that degrades single-stranded DNA in the 3'- to 5'-direction. Has a template-primer preference which is characteristic of a replicative DNA polymerase	polC	-	2.7.7.7	ko:K02322	ko00230,ko00240,ko01100,ko03030,map00230,map00240,map01100,map03030	M00264	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032	-	-	-	PolC_DP2
NZ_CP009516.1_subset_2	192952.MM_1245	1.25e-284	779.0	COG1625@1|root,arCOG00950@2157|Archaea,2XTIR@28890|Euryarchaeota,2N94K@224756|Methanomicrobia	224756|Methanomicrobia	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
NZ_CP009516.1_subset_3	269797.Mbar_A0897	3.05e-283	777.0	COG4054@1|root,arCOG04860@2157|Archaea,2XTPD@28890|Euryarchaeota,2N9BX@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase, beta subunit	mcrB	-	2.8.4.1	ko:K00401	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_beta,MCR_beta_N
NZ_CP009516.1_subset_4	192952.MM_1243	7.73e-104	301.0	COG4055@1|root,arCOG04859@2157|Archaea,2XZ5V@28890|Euryarchaeota,2NBJT@224756|Methanomicrobia	224756|Methanomicrobia	H	Methyl-coenzyme M reductase operon protein D	mcrD	-	-	ko:K03422	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_D
NZ_CP009516.1_subset_5	269797.Mbar_A0895	8.99e-132	375.0	COG4056@1|root,arCOG03225@2157|Archaea,2XW32@28890|Euryarchaeota,2N9IH@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase operon protein C	mcrC	-	-	ko:K03421	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_C
NZ_CP009516.1_subset_6	192952.MM_1241	2.56e-173	484.0	COG4057@1|root,arCOG04858@2157|Archaea,2XSVR@28890|Euryarchaeota,2N92T@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase gamma subunit	mcrG	-	2.8.4.1	ko:K00402	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_gamma
NZ_CP009516.1_subset_7	192952.MM_1240	0.0	1110.0	COG4058@1|root,arCOG04857@2157|Archaea,2XTF8@28890|Euryarchaeota,2N90K@224756|Methanomicrobia	224756|Methanomicrobia	H	Reduction of methyl-coenzyme M (2-(methylthio) ethanesulfonic acid) with 7-mercaptoheptanoylthreonine phosphate to methane and a heterodisulfide	mcrA	-	2.8.4.1	ko:K00399	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_alpha,MCR_alpha_N
NZ_CP009516.1_subset_8	269797.Mbar_A0892	5.43e-211	585.0	arCOG01220@1|root,arCOG01220@2157|Archaea,2XYGI@28890|Euryarchaeota,2N9S5@224756|Methanomicrobia	224756|Methanomicrobia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PrmA
NZ_CP009516.1_subset_9	192952.MM_1238	6.65e-269	741.0	COG0128@1|root,arCOG04134@2157|Archaea,2XTC3@28890|Euryarchaeota,2N97U@224756|Methanomicrobia	224756|Methanomicrobia	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	-	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	EPSP_synthase
NZ_CP009516.1_subset_10	192952.MM_1237	4.68e-153	430.0	COG0207@1|root,arCOG03214@2157|Archaea,2XYEP@28890|Euryarchaeota,2NBGJ@224756|Methanomicrobia	224756|Methanomicrobia	F	Belongs to the thymidylate synthase family. Archaeal- type ThyA subfamily	thyA	-	2.1.1.45	ko:K00560	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523	M00053	R02101	RC00219,RC00332	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylat_synt
NZ_CP009516.1_subset_11	269797.Mbar_A0889	2.38e-176	494.0	COG0281@1|root,arCOG01331@2157|Archaea,2XTRZ@28890|Euryarchaeota,2NAE5@224756|Methanomicrobia	224756|Methanomicrobia	O	Peptidase family M48	-	-	-	ko:K03799	-	M00743	-	-	ko00000,ko00002,ko01000,ko01002	-	-	-	Peptidase_M48
NZ_CP009516.1_subset_12	192952.MM_1234	8.68e-67	207.0	COG0262@1|root,arCOG01490@2157|Archaea,2XZSN@28890|Euryarchaeota,2N9Y4@224756|Methanomicrobia	224756|Methanomicrobia	H	RibD C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	RibD_C
NZ_CP009516.1_subset_13	269797.Mbar_A0887	7.01e-108	320.0	arCOG05280@1|root,arCOG05280@2157|Archaea,2Y646@28890|Euryarchaeota,2NBF0@224756|Methanomicrobia	224756|Methanomicrobia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_CP032683.1_subset_1	269797.Mbar_A0899	0.0	1085.0	COG1933@1|root,arCOG04447@2157|Archaea,2XU5S@28890|Euryarchaeota,2N91E@224756|Methanomicrobia	224756|Methanomicrobia	L	Possesses two activities a DNA synthesis (polymerase) and an exonucleolytic activity that degrades single-stranded DNA in the 3'- to 5'-direction. Has a template-primer preference which is characteristic of a replicative DNA polymerase	polC	-	2.7.7.7	ko:K02322	ko00230,ko00240,ko01100,ko03030,map00230,map00240,map01100,map03030	M00264	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032	-	-	-	PolC_DP2
NZ_CP032683.1_subset_2	269797.Mbar_A0898	2.61e-278	763.0	COG1625@1|root,arCOG00950@2157|Archaea,2XTIR@28890|Euryarchaeota,2N94K@224756|Methanomicrobia	224756|Methanomicrobia	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
NZ_CP032683.1_subset_3	269797.Mbar_A0897	3.49e-289	792.0	COG4054@1|root,arCOG04860@2157|Archaea,2XTPD@28890|Euryarchaeota,2N9BX@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase, beta subunit	mcrB	-	2.8.4.1	ko:K00401	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_beta,MCR_beta_N
NZ_CP032683.1_subset_4	269797.Mbar_A0896	7.67e-102	296.0	COG4055@1|root,arCOG04859@2157|Archaea,2XZ5V@28890|Euryarchaeota,2NBJT@224756|Methanomicrobia	224756|Methanomicrobia	H	Methyl-coenzyme M reductase operon protein D	mcrD	-	-	ko:K03422	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_D
NZ_CP032683.1_subset_5	269797.Mbar_A0895	1.33e-133	380.0	COG4056@1|root,arCOG03225@2157|Archaea,2XW32@28890|Euryarchaeota,2N9IH@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase operon protein C	mcrC	-	-	ko:K03421	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_C
NZ_CP032683.1_subset_6	192952.MM_1241	8.22e-170	475.0	COG4057@1|root,arCOG04858@2157|Archaea,2XSVR@28890|Euryarchaeota,2N92T@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase gamma subunit	mcrG	-	2.8.4.1	ko:K00402	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_gamma
NZ_CP032683.1_subset_7	269797.Mbar_A0893	0.0	1084.0	COG4058@1|root,arCOG04857@2157|Archaea,2XTF8@28890|Euryarchaeota,2N90K@224756|Methanomicrobia	224756|Methanomicrobia	H	Reduction of methyl-coenzyme M (2-(methylthio) ethanesulfonic acid) with 7-mercaptoheptanoylthreonine phosphate to methane and a heterodisulfide	mcrA	-	2.8.4.1	ko:K00399	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_alpha,MCR_alpha_N
NZ_CP032683.1_subset_8	269797.Mbar_A0892	1.12e-203	567.0	arCOG01220@1|root,arCOG01220@2157|Archaea,2XYGI@28890|Euryarchaeota,2N9S5@224756|Methanomicrobia	224756|Methanomicrobia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	PrmA
NZ_CP032683.1_subset_9	269797.Mbar_A0891	2.66e-269	742.0	COG0128@1|root,arCOG04134@2157|Archaea,2XTC3@28890|Euryarchaeota,2N97U@224756|Methanomicrobia	224756|Methanomicrobia	E	Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate	aroA	-	2.5.1.19	ko:K00800	ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230	M00022	R03460	RC00350	ko00000,ko00001,ko00002,ko01000	-	-	-	EPSP_synthase
NZ_CP032683.1_subset_10	269797.Mbar_A0890	8.34e-147	414.0	COG0207@1|root,arCOG03214@2157|Archaea,2XYEP@28890|Euryarchaeota,2NBGJ@224756|Methanomicrobia	224756|Methanomicrobia	F	Belongs to the thymidylate synthase family. Archaeal- type ThyA subfamily	thyA	-	2.1.1.45	ko:K00560	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523	M00053	R02101	RC00219,RC00332	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylat_synt
NZ_CP032683.1_subset_11	192952.MM_1236	7.4e-155	440.0	COG0281@1|root,arCOG01331@2157|Archaea,2XTRZ@28890|Euryarchaeota,2NAE5@224756|Methanomicrobia	224756|Methanomicrobia	O	Peptidase family M48	-	-	-	ko:K03799	-	M00743	-	-	ko00000,ko00002,ko01000,ko01002	-	-	-	Peptidase_M48
NZ_CP032683.1_subset_12	192952.MM_1234	2.93e-55	177.0	COG0262@1|root,arCOG01490@2157|Archaea,2XZSN@28890|Euryarchaeota,2N9Y4@224756|Methanomicrobia	224756|Methanomicrobia	H	RibD C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	RibD_C
NZ_CP032683.1_subset_13	192952.MM_1232	1.53e-191	539.0	arCOG05280@1|root,arCOG05280@2157|Archaea,2Y646@28890|Euryarchaeota,2NBF0@224756|Methanomicrobia	224756|Methanomicrobia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
NZ_LMVP01000517.1_subset_2	269797.Mbar_A0893	0.0	1120.0	COG4058@1|root,arCOG04857@2157|Archaea,2XTF8@28890|Euryarchaeota,2N90K@224756|Methanomicrobia	224756|Methanomicrobia	H	Reduction of methyl-coenzyme M (2-(methylthio) ethanesulfonic acid) with 7-mercaptoheptanoylthreonine phosphate to methane and a heterodisulfide	mcrA	-	2.8.4.1	ko:K00399	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_alpha,MCR_alpha_N
NZ_LMVP01000517.1_subset_3	269797.Mbar_A0894	6.12e-178	495.0	COG4057@1|root,arCOG04858@2157|Archaea,2XSVR@28890|Euryarchaeota,2N92T@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase gamma subunit	mcrG	-	2.8.4.1	ko:K00402	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_gamma
NZ_LMVP01000517.1_subset_4	269797.Mbar_A0895	1.29e-140	397.0	COG4056@1|root,arCOG03225@2157|Archaea,2XW32@28890|Euryarchaeota,2N9IH@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase operon protein C	mcrC	-	-	ko:K03421	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_C
NZ_LMVP01000517.1_subset_5	269797.Mbar_A0896	3.54e-105	305.0	COG4055@1|root,arCOG04859@2157|Archaea,2XZ5V@28890|Euryarchaeota,2NBJT@224756|Methanomicrobia	224756|Methanomicrobia	H	Methyl-coenzyme M reductase operon protein D	mcrD	-	-	ko:K03422	ko00680,ko01100,ko01120,map00680,map01100,map01120	-	-	-	ko00000,ko00001	-	-	-	MCR_D
NZ_LMVP01000517.1_subset_6	269797.Mbar_A0897	2.62e-300	820.0	COG4054@1|root,arCOG04860@2157|Archaea,2XTPD@28890|Euryarchaeota,2N9BX@224756|Methanomicrobia	224756|Methanomicrobia	H	PFAM Methyl-coenzyme M reductase, beta subunit	mcrB	-	2.8.4.1	ko:K00401	ko00680,ko01100,ko01120,ko01200,map00680,map01100,map01120,map01200	M00356,M00357,M00563,M00567	R04541	RC00011,RC01542	ko00000,ko00001,ko00002,ko01000	-	-	-	MCR_beta,MCR_beta_N
NZ_LMVP01000517.1_subset_7	269797.Mbar_A0898	3.6e-286	784.0	COG1625@1|root,arCOG00950@2157|Archaea,2XTIR@28890|Euryarchaeota,2N94K@224756|Methanomicrobia	224756|Methanomicrobia	C	Radical SAM domain protein	-	-	-	-	-	-	-	-	-	-	-	-	Radical_SAM
