MAGs	seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_161	12091	No terminal repeats	NA	17	11	0.9795	NA	3	11.0866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_182	17898	ITR	NA	27	11	0.9779	NA	3	15.8175	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_137	99880	No terminal repeats	NA	126	11	0.9761	NA	11	77.575	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_170	66667	No terminal repeats	NA	85	11	0.9707	NA	1	43.6504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_203	39800	DTR	NA	64	11	0.9704	NA	2	25.6629	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_75	6151	No terminal repeats	NA	7	11	0.9683	NA	1	5.2438	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_20	2574	No terminal repeats	NA	3	11	0.9447	NA	2	3.0556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Demerecviridae
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_66	9114	No terminal repeats	NA	11	4	0.9441	NA	1	3.2554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_202	1843	No terminal repeats	NA	1	11	0.8871	NA	1	1.7183	Unclassified
GL49_Down_concoct_151_sub	GL49_Down_concoct_151_sub_128	3867	No terminal repeats	NA	4	4	0.8724	NA	1	3.237	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_216	GL49_Down_concoct_216_508	9049	No terminal repeats	NA	4	11	0.9099	NA	1	3.4338	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_216	GL49_Down_concoct_216_113	4404	No terminal repeats	NA	4	11	0.8804	NA	2	2.7976	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_concoct_216	GL49_Down_concoct_216_220	2261	No terminal repeats	NA	5	11	0.8505	NA	1	3.1404	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_metabinner_27	GL49_Down_metabinner_27_84	5132	No terminal repeats	NA	10	11	0.9829	NA	1	12.3044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_metabinner_27	GL49_Down_metabinner_27_59	11511	No terminal repeats	NA	11	11	0.977	NA	1	7.4305	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_Down_metabinner_27	GL49_Down_metabinner_27_50	2486	No terminal repeats	NA	4	11	0.967	NA	2	3.3979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_UP_concoct_67_sub	GL49_UP_concoct_67_sub_441	3746	No terminal repeats	NA	4	11	0.9644	NA	1	3.3852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL49_UP_concoct_67_sub	GL49_UP_concoct_67_sub_376	3210	No terminal repeats	NA	4	11	0.902	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL5_Up_metabinner_1	GL5_Up_metabinner_1_480	2686	No terminal repeats	NA	1	11	0.9496	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_concoct_149	GL50_Down_concoct_149_203	27927	No terminal repeats	NA	40	11	0.9745	NA	10	35.1511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_concoct_149	GL50_Down_concoct_149_367	15964	No terminal repeats	NA	19	11	0.9718	NA	8	19.2624	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_concoct_149	GL50_Down_concoct_149_102	11884	No terminal repeats	NA	26	11	0.9662	NA	1	9.5103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_concoct_16	GL50_Down_concoct_16_95	2443	No terminal repeats	NA	4	11	0.902	NA	3	4.7028	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_concoct_16	GL50_Down_concoct_16_178	2142	No terminal repeats	NA	5	11	0.8891	NA	3	4.0604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_concoct_16	GL50_Down_concoct_16_190	1979	No terminal repeats	NA	3	11	0.8886	NA	2	4.094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_concoct_56_sub	GL50_Down_concoct_56_sub_124	9493	No terminal repeats	NA	10	11	0.9767	NA	3	9.5898	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_concoct_56_sub	GL50_Down_concoct_56_sub_1240	4167	No terminal repeats	NA	6	11	0.9757	NA	1	8.9975	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_33_sub	GL50_Down_metabinner_33_sub_245	2317	No terminal repeats	NA	3	11	0.9743	NA	1	4.7983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_33_sub	GL50_Down_metabinner_33_sub_300	7477	No terminal repeats	NA	20	11	0.9685	NA	1	10.0999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_33_sub	GL50_Down_metabinner_33_sub_98	2158	No terminal repeats	NA	4	11	0.9614	NA	1	4.7961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_33_sub	GL50_Down_metabinner_33_sub_176	2270	No terminal repeats	NA	3	11	0.961	NA	2	3.3025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_33_sub	GL50_Down_metabinner_33_sub_23	2389	No terminal repeats	NA	2	11	0.9453	NA	2	2.6228	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_33_sub	GL50_Down_metabinner_33_sub_61	6637	No terminal repeats	NA	11	11	0.9447	NA	1	7.7699	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_33_sub	GL50_Down_metabinner_33_sub_241	2067	No terminal repeats	NA	3	11	0.9139	NA	2	5.1346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_33_sub	GL50_Down_metabinner_33_sub_299	2201	No terminal repeats	NA	3	11	0.8972	NA	2	5.1455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_5	GL50_Down_metabinner_5_72	12372	No terminal repeats	NA	25	11	0.9782	NA	3	11.0382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL50_Down_metabinner_5	GL50_Down_metabinner_5_46	6215	No terminal repeats	NA	4	11	0.8861	NA	1	3.4366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_524	7142	No terminal repeats	NA	8	11	0.9825	NA	4	10.4763	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_496	22099	No terminal repeats	NA	25	11	0.9816	NA	7	27.8301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_464	8033	No terminal repeats	NA	9	11	0.9808	NA	8	13.6626	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_479	7678	No terminal repeats	NA	11	11	0.9777	NA	2	4.8116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_305	11203	No terminal repeats	NA	21	11	0.9731	NA	6	17.0326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_224	13192	No terminal repeats	NA	14	11	0.9271	NA	4	16.9493	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_469	7931	No terminal repeats	NA	8	11	0.915	NA	3	11.0482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_204	4599	No terminal repeats	NA	9	11	0.886	NA	1	7.8062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_423	8745	No terminal repeats	NA	10	11	0.8753	NA	1	9.7716	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_323	3779	No terminal repeats	NA	5	11	0.8635	NA	2	6.3094	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_412	3237	No terminal repeats	NA	6	11	0.8628	NA	2	8.5757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_443	8356	No terminal repeats	NA	13	11	0.8457	NA	3	8.8199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_477	7710	No terminal repeats	NA	7	11	0.8453	NA	3	6.6642	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_314	11100	No terminal repeats	NA	16	11	0.8412	NA	2	8.0247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_389	9413	No terminal repeats	NA	14	11	0.8381	NA	1	4.7722	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_concoct_202_sub	GL51_DN_concoct_202_sub_84	5661	No terminal repeats	NA	6	11	0.8371	NA	4	7.5304	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_15_sub	GL51_DN_metabinner_15_sub_18	18836	No terminal repeats	NA	31	11	0.9821	NA	4	33.7212	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_15_sub	GL51_DN_metabinner_15_sub_319	6700	No terminal repeats	NA	8	11	0.9805	NA	1	4.951	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_15_sub	GL51_DN_metabinner_15_sub_224	26625	No terminal repeats	NA	52	11	0.9795	NA	3	21.8747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_15_sub	GL51_DN_metabinner_15_sub_263	7909	No terminal repeats	NA	8	11	0.9785	NA	2	12.0161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_15_sub	GL51_DN_metabinner_15_sub_225	9161	No terminal repeats	NA	10	11	0.9782	NA	2	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_15_sub	GL51_DN_metabinner_15_sub_115|provirus_1_31230	31230	Provirus	1-31230	51	11	0.9724	NA	12	50.8447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_15_sub	GL51_DN_metabinner_15_sub_303	2595	No terminal repeats	NA	6	11	0.9499	NA	1	4.7838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_15_sub	GL51_DN_metabinner_15_sub_69	2105	No terminal repeats	NA	3	11	0.8105	NA	2	5.1471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_7	GL51_DN_metabinner_7_96	3080	No terminal repeats	NA	4	11	0.9818	NA	1	6.1986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_7	GL51_DN_metabinner_7_6	18682	No terminal repeats	NA	28	11	0.9695	NA	9	34.1244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_7	GL51_DN_metabinner_7_47	13161	No terminal repeats	NA	18	11	0.9552	NA	6	24.7303	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_7	GL51_DN_metabinner_7_114	2721	No terminal repeats	NA	8	11	0.943	NA	1	5.1472	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_137	42761	No terminal repeats	NA	59	11	0.9651	NA	3	29.8009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_72|provirus_25851_46829	20979	Provirus	25851-46829	27	11	0.959	NA	3	17.0564	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_90|provirus_3198_45207	42010	Provirus	3198-45207	62	11	0.9402	NA	3	11.7739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_359	2948	No terminal repeats	NA	5	11	0.9083	NA	2	4.3508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_83	2120	No terminal repeats	NA	4	11	0.9033	NA	1	4.7249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_321	3238	No terminal repeats	NA	5	11	0.8724	NA	2	4.3508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_397	2741	No terminal repeats	NA	5	11	0.8677	NA	1	4.7249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_344	3068	No terminal repeats	NA	6	11	0.8607	NA	2	4.8185	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_DN_metabinner_8	GL51_DN_metabinner_8_213|provirus_2_25195	25194	Provirus	2-25195	29	11	0.8137	NA	1	8.6358	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_concoct_59_sub	GL51_Up_concoct_59_sub_626	13338	No terminal repeats	NA	19	11	0.9735	NA	2	23.0954	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_concoct_59_sub	GL51_Up_concoct_59_sub_714	18830	No terminal repeats	NA	31	11	0.9712	NA	4	20.2223	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_concoct_59_sub	GL51_Up_concoct_59_sub_496	56434	No terminal repeats	NA	77	11	0.9691	NA	13	78.1916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_concoct_59_sub	GL51_Up_concoct_59_sub_622	26229	No terminal repeats	NA	49	11	0.9107	NA	1	15.956	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_15_sub	GL51_Up_metabinner_15_sub_42	10435	No terminal repeats	NA	15	11	0.9826	NA	4	19.0066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_15_sub	GL51_Up_metabinner_15_sub_111	8949	No terminal repeats	NA	12	11	0.98	NA	4	12.5497	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_15_sub	GL51_Up_metabinner_15_sub_3	19817	No terminal repeats	NA	30	11	0.9791	NA	4	24.5279	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_15_sub	GL51_Up_metabinner_15_sub_62|provirus_16475_37274	20800	Provirus	16475-37274	13	11	0.9778	NA	3	12.9289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_15_sub	GL51_Up_metabinner_15_sub_96	3237	No terminal repeats	NA	6	11	0.9776	NA	3	5.142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_15_sub	GL51_Up_metabinner_15_sub_35	9052	No terminal repeats	NA	17	11	0.9604	NA	2	6.2668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_16_sub	GL51_Up_metabinner_16_sub_247	3197	No terminal repeats	NA	5	11	0.9797	NA	2	8.3026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_16_sub	GL51_Up_metabinner_16_sub_195	3790	No terminal repeats	NA	5	11	0.9699	NA	2	6.8589	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_16_sub	GL51_Up_metabinner_16_sub_74	2369	No terminal repeats	NA	4	11	0.9684	NA	2	4.4774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_16_sub	GL51_Up_metabinner_16_sub_438	3551	No terminal repeats	NA	5	11	0.9648	NA	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_16_sub	GL51_Up_metabinner_16_sub_253	2403	No terminal repeats	NA	4	11	0.9605	NA	2	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_16_sub	GL51_Up_metabinner_16_sub_395	5715	No terminal repeats	NA	12	11	0.9338	NA	2	4.594	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_2	GL51_Up_metabinner_2_246	3863	No terminal repeats	NA	4	11	0.9596	NA	1	1.6056	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_2	GL51_Up_metabinner_2_212	2252	No terminal repeats	NA	5	11	0.9448	NA	1	4.5908	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_2	GL51_Up_metabinner_2_271	3979	No terminal repeats	NA	1	11	0.906	NA	1	1.7183	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales
GL51_Up_metabinner_4	GL51_Up_metabinner_4_77	78949	DTR	NA	115	11	0.9603	NA	3	45.8116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_6_sub	GL51_Up_metabinner_6_sub_118	4600	No terminal repeats	NA	7	11	0.9807	NA	3	12.009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_6_sub	GL51_Up_metabinner_6_sub_339	2624	No terminal repeats	NA	3	11	0.9785	NA	2	4.7191	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_6_sub	GL51_Up_metabinner_6_sub_287	8479	No terminal repeats	NA	11	11	0.9772	NA	4	12.4152	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_6_sub	GL51_Up_metabinner_6_sub_137	3744	No terminal repeats	NA	6	11	0.974	NA	2	4.8909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_6_sub	GL51_Up_metabinner_6_sub_115	3453	No terminal repeats	NA	5	11	0.9524	NA	1	5.1476	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL51_Up_metabinner_6_sub	GL51_Up_metabinner_6_sub_46	6013	No terminal repeats	NA	16	11	0.8708	NA	2	11.3422	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL52_DN_concoct_140	GL52_DN_concoct_140_349	1758	No terminal repeats	NA	1	11	0.8643	NA	1	1.7183	Viruses;Riboviria;Orthornavirae
GL52_DN_metabat_56	GL52_DN_metabat_56_50	16622	No terminal repeats	NA	24	4	0.9611	NA	1	10.4737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_240	GL53_Down_concoct_240_515	2454	No terminal repeats	NA	5	11	0.9554	NA	1	2.8399	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_240	GL53_Down_concoct_240_23	4646	No terminal repeats	NA	12	11	0.9508	NA	1	5.0571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_240	GL53_Down_concoct_240_48	5007	No terminal repeats	NA	6	11	0.9447	NA	2	4.5369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_240	GL53_Down_concoct_240_415	1549	No terminal repeats	NA	2	11	0.8441	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_86	GL53_Down_concoct_86_443	3049	No terminal repeats	NA	5	11	0.9402	NA	2	4.9308	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_86	GL53_Down_concoct_86_734	4239	No terminal repeats	NA	5	11	0.8811	NA	1	4.8761	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_86	GL53_Down_concoct_86_664	1795	No terminal repeats	NA	3	11	0.8672	NA	1	2.3255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_97	GL53_Down_concoct_97_394	3255	No terminal repeats	NA	5	11	0.9788	NA	2	6.3201	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_concoct_97	GL53_Down_concoct_97_460	1730	No terminal repeats	NA	1	11	0.9427	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabat_107_sub	GL53_Down_metabat_107_sub_72|provirus_1_13693	13693	Provirus	1-13693	18	11	0.949	NA	9	19.8209	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabat_107_sub	GL53_Down_metabat_107_sub_9	5470	No terminal repeats	NA	5	11	0.9006	NA	2	5.1936	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabat_36	GL53_Down_metabat_36_573	14866	No terminal repeats	NA	14	11	0.8602	NA	1	3.8245	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabat_90	GL53_Down_metabat_90_208	2983	No terminal repeats	NA	5	11	0.9696	NA	1	3.0025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabat_90	GL53_Down_metabat_90_131	4514	No terminal repeats	NA	9	11	0.9536	NA	4	7.0658	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabat_90	GL53_Down_metabat_90_221	2942	No terminal repeats	NA	6	11	0.9517	NA	2	4.3988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabat_90	GL53_Down_metabat_90_354	2762	No terminal repeats	NA	4	11	0.9448	NA	3	4.0982	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_1	GL53_Down_metabinner_1_41|provirus_26717_62371	35655	Provirus	26717-62371	44	11	0.9752	NA	4	31.7972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_17	GL53_Down_metabinner_17_273	32507	DTR	NA	49	11	0.9652	NA	12	36.3475	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_17	GL53_Down_metabinner_17_45	3158	No terminal repeats	NA	5	11	0.9336	NA	2	4.447	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_23_sub	GL53_Down_metabinner_23_sub_124	4649	No terminal repeats	NA	3	11	0.9759	NA	1	4.1346	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_23_sub	GL53_Down_metabinner_23_sub_56	48474	DTR	NA	61	11	0.953	NA	9	50.8499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_23_sub	GL53_Down_metabinner_23_sub_306	14370	No terminal repeats	NA	27	11	0.9438	NA	3	13.7856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_23_sub	GL53_Down_metabinner_23_sub_304	15299	No terminal repeats	NA	18	11	0.9374	NA	5	7.1834	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_23_sub	GL53_Down_metabinner_23_sub_141	2355	No terminal repeats	NA	5	11	0.864	NA	3	4.0071	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_26	GL53_Down_metabinner_26_159	8212	No terminal repeats	NA	12	11	0.883	NA	3	2.9654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_27_sub	GL53_Down_metabinner_27_sub_297	9353	No terminal repeats	NA	19	11	0.9578	NA	1	10.6747	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_27_sub	GL53_Down_metabinner_27_sub_756	2818	No terminal repeats	NA	1	11	0.9566	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_27_sub	GL53_Down_metabinner_27_sub_93	2792	No terminal repeats	NA	2	11	0.8728	NA	1	1.7183	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_27_sub	GL53_Down_metabinner_27_sub_856	7611	No terminal repeats	NA	4	11	0.8549	NA	1	2.5809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_29	GL53_Down_metabinner_29_159	25126	No terminal repeats	NA	40	11	0.9489	NA	7	37.3446	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
GL53_Down_metabinner_29	GL53_Down_metabinner_29_99	10785	No terminal repeats	NA	12	11	0.9249	NA	7	16.5157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
